聊斋系列,#genre#
聊斋艳谭之灯草和尚1,https://d2.xia12345.com/down/2017/4/24001/sj17423048.mp4
聊斋艳谭之灯草和尚2,https://d2.xia12345.com/down/2017/4/24001/sj17423049.mp4
聊斋艳谭之灯草和尚,https://d2.xia12345.com/down/2017/9/20001/17913061.mp4
聊斋艳谭之灯草和尚,https://d2.xia12345.com/down/2017/9/20001/17913057.mp4
聊斋02孽欲狐鬼,https://vod1.ttbfp2.com/20210929/3huDJht8/index.m3u8
聊斋03艳蛇,https://vod1.ttbfp2.com/20210928/ycOAu8lj/index.m3u8
聊斋04赶尸艳谈,https://vod1.ttbfp2.com/20220316/QeLttooE/index.m3u8

西施vs武则天系列,#genre#
西施,https://d1.xia12345.com/video/202103/605aa68c488eefb115075990/720.mp4
西施,https://d2.xia12345.com/down/109/2019/01/urtRLCeY.mp4
西施1,https://d2.xia12345.com/down/2017/9/20001/17913064.mp4
西施1,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200218/qM0vsp27/index.m3u8
西施2,https://d2.xia12345.com/down/2017/9/20001/17913065.mp4
西施2,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200218/MGej1SUp/index.m3u8
西施3,https://d2.xia12345.com/down/2017/9/20001/17913066.mp4
西施3,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200218/yzFFPiuA/index.m3u8
西施4,https://d2.xia12345.com/down/2017/9/20001/17913067.mp4
西施4,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200218/yzFFPiuA/index.m3u8
西施5,https://d2.xia12345.com/down/2017/9/20001/17913068.mp4
西施5,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200218/aOpkf9Kn/index.m3u8
武则天外传1,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/rU994mbA/index.m3u8
武则天外传1,https://cdn.laoyacname.com/20220226/v4Nc9htQ/index.m3u8
武则天外传2,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/rU994mbA/index.m3u8
武则天外传2,https://cdn.laoyacname.com/20220226/W6OG7pEM/index.m3u8
武则天外传3,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/hru3kYRw/index.m3u8
武则天外传3,https://cdn.laoyacname.com/20220226/k2guDHao/index.m3u8
武则天外传4,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/tVIrBhc2/index.m3u8
武则天外传4,https://cdn.laoyacname.com/20220226/fK8cpBFJ/index.m3u8
武则天外传5,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/7yWvyDVe/index.m3u8
武则天外传5,https://cdn.laoyacname.com/20220226/lnNsLsoa/index.m3u8
武则天外传6,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/pnSoiMnF/index.m3u8
武则天外传6,https://cdn.laoyacname.com/20220226/3FqWCWBj/index.m3u8
武则天外传7,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/q55W8Iwx/index.m3u8
武则天外传7,https://cdn.laoyacname.com/20220226/pIkNgEB6/index.m3u8
武则天外传8,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/OSknVQqM/index.m3u8
武则天外传8,https://cdn.laoyacname.com/20220226/yHQwJd61/index.m3u8
武则天外传9,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/6rvj9pl5/index.m3u8
武则天外传9,https://cdn.laoyacname.com/20220226/tKyaO6Ui/index.m3u8
武则天外传10,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200110/iiDDT3QK/index.m3u8
武则天外传10,https://cdn.laoyacname.com/20220226/SQlTjcVt/index.m3u8

玉蒲团系列,#genre#
肉蒲团之益达换屌-高清,https://vod2.hjbfq1.com/20220313/Ug7emSwQ/index.m3u8
3D肉蒲团加长版,https://cdn.laoyacname.com/20220224/k8kThMcl/index.m3u8
3D肉蒲团之极乐宝鉴,https://siwazywcdn2.com:5278/jiaguochanzipai/ImEn5Py0/index.m3u8
梁祝艷譚,https://cdn.laoyacname.com/20220226/Wa4RjCkM/index.m3u8
反情色园子温,https://cdn.laoyacname.com/20220308/avQi6w2A/index.m3u8
恶女花魁-正片,https://cdn.laoyacname.com/20220308/K8KphA3A/index.m3u8
玉蒲团之偷情宝鉴徐锦江叶子楣,https://cdn2.laoyacname.com/20220228/3DPjzqMl/index.m3u8
玉蒲团笑传大内密探之零零性性1996,https://cdn2.laoyacname.com/20220228/5gN1OpcN/index.m3u8
玉蒲团III之官人我要,https://cdn2.laoyacname.com/20220228/XqAxzBXP/index.m3u8
玉蒲团Ⅱ之玉女心经,https://siwazywcdn2.com:5278/jiaguochanzipai/ZaKrtSPi/index.m3u8
玉蒲团Ⅱ之玉女心经-2,https://cdn.laoyacname.com/20220226/V0hGfQoT/index.m3u8
玉蒲团Ⅱ之玉女心经-3,https://cdn.laoyacname.com/20220226/u09WTsNy/index.m3u8
足本玉蒲团.浮世风情绘,https://cdn.laoyacname.com/20220226/tNQJO2EY/index.m3u8
金瓶梅-高清版,https://cdn.laoyacname.com/20220226/dOVmXTZf/index.m3u8
金瓶梅 同僚的秘密性爱【麻豆传媒】,https://www.leyuzycdn.com/20210919/xGHApWrh/index.m3u8
金瓶梅西门大官人奴家还要,https://www.leyuzycdn.com/20211102/BE09L2ON/index.m3u8
西门庆与潘金莲,https://d1.xia12345.com/video/202110/61798cab31d40338f92d3f58/hd.mp4
金瓶双艳,https://d2.xia12345.com/down/2017/9/20001/17913073.mp4
少女潘金莲,https://d1.xia12345.com/video/202105/60984159eaff61400b6e65f8/hd.mp4
新金瓶梅,https://vod1.ttbfp2.com/20210929/rZyQzI8h/index.m3u8
新金瓶梅,https://vod1.ttbfp2.com/20210929/rZyQzI8h/2000kb/hls/index.m3u8
金瓶梅,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20210318/kOo1tpcr/index.m3u8
新金瓶梅第二卷,https://www.taopianplay.com/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/b483bd43-c905-4fb9-8d82-541a0d6afc6f/13901/51f459d1-9a36-41f4-90f0-4153ba173200/SD/playlist.m3u8
新金瓶梅杨思敏全裸出演第一集,https://cdn2.laoyacname.com/20220228/WvJcOb2Z/index.m3u8
新金瓶梅杨思敏全裸出演第二集,https://cdn2.laoyacname.com/20220228/Dq8SCjNO/index.m3u8
新金瓶梅杨思敏全裸出演第二集,https://vod1.ttbfp2.com/20211218/lShm7lmE/index.m3u8
新金瓶梅杨思敏全裸出演第三集,https://cdn2.laoyacname.com/20220228/R3LiR6NX/index.m3u8
新金瓶梅杨思敏全裸出演第四集,https://cdn2.laoyacname.com/20220228/yQ7YC9PY/index.m3u8
新金瓶梅杨思敏全裸出演第五集,https://cdn2.laoyacname.com/20220228/1pwviN5O/index.m3u8
清禁宫奇案,https://d2.xia12345.com/down/2017/9/20001/17913038.mp4
慈禧的秘密生活,https://d2.xia12345.com/down/2017/9/20001/17913027.mp4
慈禧的秘密生活,https://d2.xia12345.com/down/2017/9/20001/17913028.mp4
大内密探零零性性,https://d2.xia12345.com/down/2017/9/20001/17913019.mp4
鸳鸯戏床,https://d1.xia12345.com/video/202110/61798cab31d40338f92d3ec2/hd.mp4
禁室培欲全集,https://d1.xia12345.com/video/202110/61798cab31d40338f92d3ef2/hd.mp4
爱 奴,https://d1.xia12345.com/video/202110/61798cab31d40338f92d3f06/hd.mp4
剑奴,https://d2.xia12345.com/down/2017/9/20001/17913006.mp4
天师斗妖姬1,https://d2.xia12345.com/down/2017/9/20001/17913020.mp4
天师斗妖姬2,https://d2.xia12345.com/down/2017/9/20001/17913021.mp4
天师斗妖姬3,https://d2.xia12345.com/down/2017/9/20001/17913022.mp4
唐伯虎冲上云霄,https://d2.xia12345.com/down/2017/9/20001/17913009.mp4
满清十大酷刑之赤裸凌迟,https://d1.xia12345.com/video/202110/61798cab31d40338f92d3f1c/hd.mp4
唐朝豪放女,https://d2.xia12345.com/down/2017/9/20001/17913010.mp4
唐朝豪放女,https://cdn2.laoyacname.com/20220228/7fx2TSfP/2000kb/hls/index.m3u8
唐朝豪放女,https://cdn.laoyacname.com/20220226/NUqua8Eu/2000kb/hls/index.m3u8
后宫帝王之妾,https://d1.xia12345.com/video/202105/60b2a6a718ad0d4ad14deb8a/hd.mp4
水浒传之英雄好色,https://d2.xia12345.com/down/2017/9/20001/17913035.mp4
水浒传之英雄好色,https://d2.xia12345.com/down/2017/9/20001/17913034.mp4
水浒成人版,https://cdn2.laoyacname.com/20220228/yhYqEsBd/index.m3u8
水浒成人版,https://cdn2.laoyacname.com/20220228/yhYqEsBd/2000kb/hls/index.m3u8
香港电影风月史之兽性篇,https://d1.xia12345.com/video/202105/60984159eaff61400b6e65df/hd.mp4
西厢艳谭 港版,https://d1.xia12345.com/video/202103/605aa68c488eefb1150759a1/720.mp4
康熙艳谭3,https://d2.xia12345.com/down/2017/9/20001/17913026.mp4
新江山美人,https://d2.xia12345.com/video/201608/3001/1682035.mp4

粱祝系列,#genre#
青楼十二房翁虹,https://vod1.ttbfp2.com/20210929/JSFKe4Rq/index.m3u8
青楼十二房翁虹,https://vod1.ttbfp2.com/20210929/JSFKe4Rq/2000kb/hls/index.m3u8
青楼十二房翁虹,https://cdn2.laoyacname.com/20220228/bGLJjSRH/index.m3u8
青楼十二房翁虹,https://cdn2.laoyacname.com/20220228/bGLJjSRH/2000kb/hls/index.m3u8
杨乃武和小白菜翁虹,https://cdn2.laoyacname.com/20220228/7fx2TSfP/index.m3u8
杨乃武和小白菜翁虹,https://cdn2.laoyacname.com/20220228/7fx2TSfP/2000kb/hls/index.m3u8
杨乃武与小白菜翁虹1,https://b2.szjal.cn/20190413/8N6z4d0t/index.m3u8
杨乃武与小白菜高清,https://ckzy1com.com/20220301/BsmbsT6s/index.m3u8
梁祝艳谭1,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/UuYQeBxx/index.m3u8
梁祝艳谭2,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/UuYQeBxx/index.m3u8
梁祝艳谭3,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/HMxFMnu9/index.m3u8
梁祝艳谭4,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/jrZEkgsp/index.m3u8
梁祝艳谭5,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/nnmWKJrt/index.m3u8
梁祝艳谭6,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/hDXYMSxp/index.m3u8
梁祝艳谭7,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/LS6lrwPD/index.m3u8
梁祝艳谭8,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/Fny39F1p/index.m3u8
梁祝艳谭9,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/sqlKnqTR/index.m3u8
梁祝艳谭10,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/sqlKnqTR/index.m3u8
梁祝艳谭11,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/FsCxA0Fx/index.m3u8
梁祝艳谭12,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/DNVcyXak/index.m3u8
梁祝艳谭13,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/7EAKOHSw/index.m3u8
梁祝艳谭14,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/U1gumO6l/index.m3u8
梁祝艳谭15,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/PCVALW1x/index.m3u8
梁祝艳谭16,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/suFi1hNl/index.m3u8
梁祝艳谭17,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/lZiMNYbN/index.m3u8
梁祝艳谭18,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/fBCNdTXd/index.m3u8
梁祝艳谭19,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/fBCNdTXd/index.m3u8
梁祝艳谭20,https://d3b4hd2s3d140t.cloudfront.net/jingpin/20200201/kTXQmIEB/index.m3u8



10月15日更新,#genre#
金瓶梅(楊思敏版)1,https://play.hhuus.com/play/Rb4vYB7e/index.m3u8
金瓶梅(楊思敏版)2,https://play.hhuus.com/play/RdGXQlKe/index.m3u8
金瓶梅(楊思敏版)3,https://play.hhuus.com/play/PdyAJ36d/index.m3u8
金瓶梅(楊思敏版)4,https://play.hhuus.com/play/DdwyR3ra/index.m3u8
金瓶梅(楊思敏版)5,https://play.hhuus.com/play/9b6xzEOe/index.m3u8
新紅樓夢1,https://play.hhuus.com/play/Pdy7JlWa/index.m3u8
新紅樓夢2,https://play.hhuus.com/play/mepBXw6b/index.m3u8
新紅樓夢3,https://play.hhuus.com/play/lej5OQ5d/index.m3u8
新紅樓夢4,https://play.hhuus.com/play/YerBMZEe/index.m3u8
新紅樓夢5,https://play.hhuus.com/play/pen7NQRa/index.m3u8
新紅樓夢6,https://play.hhuus.com/play/nelXMQ5e/index.m3u8
新紅樓夢7,https://play.hhuus.com/play/Xe0EAvva/index.m3u8
新紅樓夢8,https://play.hhuus.com/play/rb22GzKb/index.m3u8
新紅樓夢9,https://play.hhuus.com/play/5eVoJgMa/index.m3u8
新紅樓夢10,https://play.hhuus.com/play/YaOLJVpb/index.m3u8

滿清十大酷刑之楊乃武與小白菜1987年,https://vv.jisuzyv.com/play/vbm8X9Oa/index.m3u8
西遊記成人版1988年,https://v8.qrssv.com/202310/16/j53bvJZjeK1/video/2000k_1080/hls/index.m3u8
香港淪陷1994年,https://v8.qrssv.com/202310/16/PrNSHwa0561/video/2000k_1080/hls/index.m3u8
軍妓慰安婦1974年,https://cdn.wlcdn99.com:777/20220526/5evlk0cG/index.m3u8
換妻換上癮2003年,https://play.hhuus.com/play/mepBz5Nb/index.m3u8
四大名妓之李香君2005年,https://play.hhuus.com/play/mepnL1Xb/index.m3u8
金瓶梅2 2009年,https://vip1.lz-cdn1.com/20220516/5774_3b77c66d/1200k/hls/mixed.m3u8
世間女子多放蕩1995年,https://v8.fentvoss.com/sdv8/202310/12/czm7mrpTbq1/video/1000k_720/hls/index.m3u8
隱形淫魔之勇擒貴利雙柴2005年,https://vip15.play-cdn15.com/20231101/25433_ae79cee5/2000k/hls/index.m3u8
蜜桃成熟時1993年,https://vip.kuaikan-play2.com/20230402/WRDgv6gY/hls/index.m3u8
色戒2002年,https://cdn.wlcdn99.com:777/0pVYZOmj/index.m3u8
夜半思乳時1989年,https://vip.kuaikan-cdn4.com/20240627/pnlgXA9O/324kb/hls/index.m3u8
卿本佳人1991年,https://vip.kuaikan-play2.com/20230401/v5eojHeu/hls/index.m3u8
同班同學2015年1,https://cdn.wlcdn99.com:777/20220502/YuV7vNaG/index.m3u8
同班同學2015年2,https://vod.lyhuicheng.com/20231111/Er1gPDJL/hls/index.m3u8
豪情夜生活之四級攪攪震1997年,https://v8.fentvoss.com/sdv8/202310/10/UG3qci9LET1/video/1000k_720/hls/index.m3u8
新聞女郎之戀上快感2023年,https://vip.kuaikan-cdn4.com/20240627/w0cFqFVW/679kb/hls/index.m3u8
甩皮鬼1992年,https://v8.tlkqc.com/wjv8/202310/05/14LaSD9wFp1/video/1000k_720/hls/index.m3u8
一路向西（完整版）2013年,https://1080p.huyall.com/play/QbYvXMKd/index.m3u8
換妻檔案1993年,https://vip.ffzy-play8.com/20240229/2202_fd26835f/2000k/hls/mixed.m3u8
淫魔暴行1994年,https://yzzy.play-cdn14.com/20230807/31098_edf27fc4/2000k/hls/index.m3u8
齊天大性II大破盤絲洞2005年,https://vv.jisuzyv.com/play/ZdPGj54b/index.m3u8
蜜桃成熟時33D2011年,https://yzzy.play-cdn7.com/20220624/332_5e1a746e/1000k/hls/index.m3u8
獸性新人類2003年,https://vod.lyhuicheng.com/20231111/i8Xzxnsc/2616kb/hls/index.m3u8
裸體誘姦1990年,https://vip15.play-cdn15.com/20240104/26681_9b5a4920/2000k/hls/index.m3u8
玉蒲團之官人我要1998年,https://yzzy.play-cdn7.com/20220629/1302_eea2eb37/1000k/hls/index.m3u8
暫時停止做愛1987年,https://v8.tlkqc.com/wjv8/202309/14/TEubrjbbwH1/video/1000k_720/hls/index.m3u8
玉蒲團之偷情寶鑑1991年,https://play.hhuus.com/play/Yerpl0pb/index.m3u8
玉蒲團之偷情寶鑑4,https://v91.qrssv.com/202311/17/Ujw9P1g8N32/video/4000k_2160/hls/index.m3u8
三奸2012年,https://play.hhuus.com/play/QeZgwWQa/index.m3u8
滅門慘案2：借種1994年,https://v8.qrssv.com/202310/10/1VAUybhQ2a1/video/2000k_1080/hls/index.m3u8
淫慾女飛賊2005年,https://play.subokk.com/play/nel5Xv1a/index.m3u8
色鬼投胎1990年,https://yzzy.play-cdn14.com/20230712/29233_659ed0c2/2000k/hls/index.m3u8
玉蒲團Ⅱ之玉女心經1996年,https://yzzy.play-cdn7.com/20220624/430_db075b80/1000k/hls/index.m3u8
金瓶梅禁傳2004年,https://1080p.huyall.com/play/zbqjo97d/index.m3u8
借種32010年,https://ukzyll.ukubf6.com/20220717/2GCRPafn/2000kb/hls/index.m3u8?skipl=1
我為卿狂1991年,https://play.hhuus.com/play/5eVWr7Ba/index.m3u8
男與女（鍾楚紅版）1983年,https://play.hhuus.com/play/1aKz9mMe/index.m3u8
金瓶梅2008年,https://v8.qrssv.com/202310/09/6FnT1gEfrp1/video/2000k_1080/hls/index.m3u8
色獄女囚1990年,https://vip.ffzy-play8.com/20230325/1453_85761411/2000k/hls/mixed.m3u8
蜜桃成熟時1997年,https://vip1.lz-cdn1.com/20220328/616_97653182/1200k/hls/mixed.m3u8
2
香港奇案5：奸魔1997年,https://play.hhuus.com/play/RdGA7lya/index.m3u8
酋長的女兒1984年,https://v8.qrssv.com/202310/10/Xzr5H4Cew71/video/2000k_1080/hls/index.m3u8
酋長的女兒1984年,https://yzzy.play-cdn14.com/20230626/27404_cba1b29f/index.m3u8
真奶洍功夫2013年,https://v8.qrssv.com/202310/06/iD5hdypCTH1/video/2000k_1080/hls/index.m3u8
新金瓶梅22008年,https://ukzyll.ukubf6.com/20220705/0asTz2rl/2000kb/hls/index.m3u8
極度強姦1998年,https://yzzy.play-cdn14.com/20230711/29152_bc1efe2c/2000k/hls/index.m3u8
獸性新人類2003年1,https://yzzy.play-cdn9.com/20220927/20_5a5a0b21/1000k/hls/index.m3u8
獸性新人類2003年2,https://vod.lyhuicheng.com/20231111/CSqUBMyD/index.m3u8
鴨王2015年,https://yzzy.play-cdn6.com/20220622/224_5c359e5d/1000k/hls/index.m3u8
滅門慘案之孽殺1993年,https://vip15.play-cdn15.com/20230822/24186_583600ea/2000k/hls/index.m3u8
擋不住的瘋情1993年,https://vip.kuaikan-play2.com/20230402/7tq94YZS/hls/index.m3u8
血戀1995年,https://v2.yzzy5-play.com/20220426/8099_6d0a99ad/1000k/hls/index.m3u8
新官人我要1976年,https://cdn.wlcdn99.com:777/20220506/qGW0mJMO/index.m3u8
玉蒲團3官人我要1998年,https://vip.kuaikan-play2.com/20230402/NeLpWUoD/hls/index.m3u8
慈禧秘密生活2023年,https://vip.kuaikan-play1.com/20230308/6eytynui/4578kb/hls/index.m3u8
強姦陷阱1998年,https://ll.bdzybf11.com/20220301/SVCCVXUC/2000kb/hls/index.m3u8
3D豪情2014年,https://cdn.wlcdn99.com:777/20220526/dhTfWSuA/2000kb/hls/index.m3u8
強姦2制服誘惑1998年,https://vip15.play-cdn15.com/20230823/24217_74883232/2000k/hls/index.m3u8
香港奇案之強姦1976年,https://cdn.wlcdn99.com:777/V0ZAXs8n/index.m3u8
那個少女不多情之脫的疑惑1993年,https://vip15.play-cdn15.com/20230819/24073_66875865/2000k/hls/index.m3u8
色慾城市之赤裸姐妹2004年,https://v8.qrssv.com/202310/12/CLH9QDBSpN1/video/2000k_1080/hls/index.m3u8
古本素女真經1985年,https://v8.qrssv.com/202310/09/1Zr4PzFAEa1/video/2000k_1080/hls/index.m3u8
超淫特工隊2006年,https://vip15.play-cdn15.com/20231202/26065_c7ab55ab/2000k/hls/index.m3u8
青春年華齊叫春1988年,https://yzzy.play-cdn14.com/20230714/29473_25b9ce21/2000k/hls/index.m3u8
聊齋花弄月迷情禪宗2023年,https://bfikuncdn.com/20240424/WoTQlzWq/2000kb/hls/index.m3u8
3D肉蒲團之極樂寶鑑2011年,https://play.modujx15.com/20240819/ToKjH3az/2000kb/hls/index.m3u8
西施19931993年,https://v8.qrssv.com/202310/16/c8r6e0Y14A1/video/2000k_1080/hls/index.m3u8
卿本佳人1991年,https://v8.qrssv.com/202310/10/viehz4Nc281/video/2000k_1080/hls/index.m3u8
喜愛夜蒲32023年,https://yzzy.play-cdn6.com/20220623/728_8691f46e/1000k/hls/index.m3u8
妖女十八招1993年,https://ll.bdzybf11.com/20220216/0i3c6hhn/2000kb/hls/index.m3u8
赤裸天使1995年,https://cdn.wlcdn99.com:777/20220415/JPgePYZ4/index.m3u8
三級薔薇之戀1991年,https://vip.ffzy-play8.com/20221219/969_0073d32e/2000k/hls/mixed.m3u8
現代情慾篇之換妻檔案1993年,https://v8.qrssv.com/202310/16/4j17Meq1LR1/video/2000k_1080/hls/index.m3u8
滿清十大酷刑1994年,https://vip.ffzy-play8.com/20230421/1535_5a530b5f/2000k/hls/mixed.m3u8
新應召女郎1993年,https://vod.lyhuicheng.com/20231120/SfDlvibi/1085kb/hls/index.m3u8
瘋狂一夜情1995年,https://play.hhuus.com/play/pen77pEa/index.m3u8
獻身1984年,https://vod.lyhuicheng.com/20231114/LQNoFPkE/hls/index.m3u8
慾火狂蜜1997年,https://yzzy.play-cdn7.com/20220629/1303_476b8d48/1000k/hls/index.m3u8
豐妖乳娘1992年,https://vip.ffzy-online1.com/20240904/54894_0eab014d/2000k/hls/mixed.m3u8
一代女皇艷史武則天1995年,https://ll.bdzybf11.com/20220216/zXS29VI8/2000kb/hls/index.m3u8
還珠格格成人版2000年,https://v8.fentvoss.com/sdv8/202310/09/YEX6gDGtF31/video/1000k_720/hls/index.m3u8
人妻射精日記2020年,https://vip.kuaikan-cdn4.com/20240627/GKPmfip1/6296kb/hls/index.m3u8
禁宮八大酷刑之極樂酷刑1,https://cdn.wlcdn99.com:777/20220526/TFmprrxQ/2000kb/hls/index.m3u8
禁宮八大酷刑之極樂酷刑2,https://vip.kuaikan-cdn4.com/20240627/2wQpl2YW/240kb/hls/index.m3u8
濃情女人香1992年,https://v8.qrssv.com/202310/10/danFYc9uKN1/video/2000k_1080/hls/index.m3u8
貼身保鏢1992年1,https://v8.qrssv.com/202310/12/Nz3wJn5krm1/video/2000k_1080/hls/index.m3u8
滿清十大酷刑2之赤裸凌遲1998年,https://ukzyll.ukubf6.com/20220527/2DiUWANy/2000kb/hls/index.m3u8
警花肉搏強姦黨1993年,https://cdn.wlcdn99.com:777/20220526/ewgdLbXW/index.m3u8

3
豐妖乳娘1992年,https://vip.ffzy-online1.com/20240904/54894_0eab014d/2000k/hls/mixed.m3u8
情女人香1992年,https://vip15.play-cdn15.com/20240108/26766_ef6fd76d/2000k/hls/index.m3u8
情不自禁之想入非非1993年,https://yzzy.play-cdn7.com/20220811/10898_81e1d33f/1000k/hls/index.m3u8
蜜桃成熟時之三人同眠2005年,https://vip15.play-cdn15.com/20240101/26621_93df6da3/2000k/hls/index.m3u8
赤裸羔羊2006年,https://cdn.wlcdn99.com:777/20220526/S3oIfjpr/index.m3u8
中港強暴狂奔1995年,https://yzzy.play-cdn14.com/20230713/29322_75d54f6b/2000k/hls/index.m3u8
偷窺無罪之絕色網吧2004年,https://v8.qrssv.com/202310/12/c6BrwYj1Gg1/video/2000k_1080/hls/index.m3u8
一路向西2012年,https://cdn.wlcdn99.com:777/DArMoPQ0/index.m3u8
情不自禁19911991年,https://v8.qrssv.com/202310/10/XGUvNwHSaS1/video/2000k_1080/hls/index.m3u8
強姦5：廣告誘惑1999年,https://v8.qrssv.com/202310/10/phEfhAXdeC1/video/2000k_1080/hls/index.m3u8
香港奇案之吸血貴利王1994年,https://yzzy.play-cdn14.com/20230709/28851_12faa511/2000k/hls/index.m3u8
聊齋金瓶梅DVD1991年,https://v8.qrssv.com/202310/10/2cyNUT2Nps1/video/2000k_1080/hls/index.m3u8
終極強姦獸性誘惑2001年,https://ll.bdzybf11.com/20220223/AgxFhDwI/2000kb/hls/index.m3u8
制服的挑逗2003年,https://v8.qrssv.com/202309/14/vtjB3j7RW41/video/2000k_1080/hls/index.m3u8
淫狼心1994年,https://play.modujx15.com/20240826/s7xspBOi/2000kb/hls/index.m3u8
淫狼心1994年,https://yzzy.play-cdn14.com/20230719/29967_7edb997b/2000k/hls/index.m3u8
喜愛夜蒲2023年,https://yzzy.play-cdn6.com/20220623/732_648deef2/1000k/hls/index.m3u8
趕屍艷談1991年,https://cdn.wlcdn99.com:777/20220526/nTEsu2wn/index.m3u8
奸魔1992年,https://vip15.play-cdn15.com/20240203/27121_8dfc610a/2000k/hls/index.m3u8
香港豪放女學生1991年,https://hd.ijycnd.com/play/QbY6DM0d/index.m3u8
燈草和尚之素女經2023年,https://yzzy.play-cdn8.com/20220725/10441_09d2bd57/1000k/hls/index.m3u8
